        IDX   DRAMBwWrite   DRAMBwWriteCC    Isolation       
       9013         34178           11484         2848
       9014         42978            7028         3669
       9015         30561            9118         2822
       9016         34200            7251         3268
       9017         37197            7522         2852
       9018         31162            7488         2923
       9019         32440            7752         2852
       9020         28367            8866         2831
       9021         32151            7761         2899
       9022         35143            7511         2984
       9023         35964            7298         3179
       9024         29448            7394         2893
       9025         30668            9928         2833
       9026         36704            8232         2897
       9027         34542            7832         2834
       9028         32897            9226         2951
       9029         26908           11870         2976
       9030         28864            8524         2821
       9031         32598            9699         2924
       9032         26982            7154         2875
       9033         34701            8099         2890
       9034         31873            8363         2883
       9035         31792            9740         2850
       9036         25950           10976         2851
       9037         26256            9348         2892
       9038         25838            9617         2982
       9039         27966            7155         3132
       9040         36504            8555         2928
       9041         33274            9357         2835
       9042         38322            7187         2865
       9043         32525            6835         2883
       9044         40943            8587         2899
       9045         33561            7462         2807
       9046         28893            7129         2898
       9047         30454            7244         4036
       9048         40926            7748         3231
       9049         37913            9656         2876
       9050         29236            7461         2867
       9051         36143            7415         2825
       9052         35871            9150         2916
       9053         40352            9330         2844
       9054         39887           11368         4281
       9055         33234            8764         2841
       9056         39636            7978         3037
       9057         32585            7582         3860
       9058         28430           11679         2803
       9059         27416           12636         2919
       9060         28845           11732         2877
       9061         27618            9222         2847
       9062         37952           10298         3643
       9063         32793           10387         2853
       9064         35799            7542         2842
       9065         30336            7744         2834
       9066         31386            7780         2973
       9067         31503            7648         2855
       9068         30645            6993         2906
       9069         37482            7745         2891
       9070         30574           10772         2940
       9071         30952            9581         2896
       9072         33966           11282         2919
       9073         41032           10991         2976
       9074         27151           10755         2930
       9075         32279           11878         2865
       9076         27150           10347         2835
       9077         28626            8892         2929
       9078         31420           10098         2969
       9079         32281           11088         2989
       9080         29219            7801         2810
       9081         34051            6984         2927
       9082         34063            8478         2890
       9083         34113            8816         2973
       9084         34853            7485         3000
       9085         34187            7892         2968
       9086         31541            9693         2997
       9087         27516            9365         2863
       9088         28291            9335         2873
       9089         34502           10157         2845
       9090         31335           10064         2889
       9091         35562            9395         2925
       9092         34431            9640         2899
       9093         25738            9754         3208
       9094         35660           12018         2905
       9095         33839           10201         2937
       9096         34325           12786         3070
       9097         33434           10632         2866
       9098         27762            9077         3395
       9099         28763            9305         2822
       9100         43157            7595         2858
       9101         32191            9519         2824
       9102         27029            7642         2850
       9103         40414            9649         2942
       9104         29474           10039         2978
       9105         36210            7455         2845
       9106         31289            8643         2846
       9107         33923            7543         4068
       9108         30468            9748         2834
       9109         37224            9213         2909
       9110         29057            9128         2869
       9111         35928           13211         2862
       9112         39174           14373         3021
       9113         27241           10862         2861
       9114         38716            9390         4094
       9115         34575            6724         2941
       9116         35610            7170         2852
       9117         34788            8190         2892
       9118         30044            9739         2931
       9119         31379            9102         2833
       9120         32063            8609         2874
       9121         29334            8132         3531
       9122         31153            8258         2872
       9123         34204            6576         2896
       9124         32553            8236         2865
       9125         29253            9874         2914
       9126         31228           11762         2957
       9127         29680            9865         3075
       9128         28702            7586         2855
       9129         34021            9633         2834
       9130         29015           10416         2885
       9131         31337           10097         3414
       9132         31280            8802         2841
       9133         53918            7177         2979
       9134         28763           11942         2926
       9135         31205            7782         2818
       9136         32372            9788         2844
       9137         33121           12312         2889
       9138         31554           10266         2871
       9139         28806           10129         2836
       9140         32604            6989         4240
       9141         35052            9276         2885
       9142         35202            9964         2926
       9143         29971            7084         3038
       9144         34288            7369         2842
       9145         44252            7208         2873
       9146         29679            9399         3163
       9147         36347           11467         2871
       9148         30923           10624         2913
       9149         31439            8127         4093
       9150         32632           12130         2964
       9151         35378            9912         2935
       9152         34771            7992         2904
       9153         30301            7414         2865
       9154         31826            6261         2980
       9155         30056            8572         2870
       9156         29977            9328         2907
       9157         27801           11991         2845
       9158         30293            9444         2825
       9159         38244           10530         2916
       9160         36852            7185         2856
       9161         32239            8900         3610
       9162         37736            8448         2900
       9163         34298            8175         2955
       9164         33516            7390         2843
       9165         29456            7836         3611
       9166         28644           10003         2860
       9167         37154            9780         2914
       9168         35395            9886         2851
       9169         25597            6741         2927
       9170         34257            8650         4242
       9171         33771            7530         4079
       9172         28507            8436         2826
       9173         32397            6436         2843
       9174         30537            7026         2846
       9175         33993            6805         2850
       9176         30589            9990         2889
       9177         31933           10099         2897
       9178         31494            9915         2870
       9179         37326            8980         2858
       9180         36048           10689         3855
       9181         33582            9433         2966
       9182         31495            9688         2809
       9183         41437            7581         2805
       9184         31366            7334         2930
       9185         28561           10013         2867
       9186         31121            7198         3040
       9187         33992            7812         3051
       9188         35176            9808         2920
       9189         30638           11497         2846
       9190         38891           12172         2834
       9191         29839           13602         2927
       9192         28369            9340         3047
       9193         33045            7529         2860
       9194         38394            8044         3189
       9195         31179            7192         2818
       9196         32904            9124         2919
       9197         39483            8263         3339
       9198         35106            7836         3463
       9199         38050            9720         3033
       9200         32999            9515         2985
       9201         35167            7853         2839
       9202         36388            9089         3035
       9203         44660           12654         2910
       9204         30985            9840         2850
       9205         38688            8379         3680
       9206         31532            7210         2898
       9207         30489            9320         2887
       9208         33365            7500         2837
       9209         30624            7523         2941
       9210         27108            7721         2870
       9211         37509            7869         3199
       9212         33661            6779         2821
       9213         27139            9758         3012
       9214         42878            8116         2895
       9215         31603            7270         2866
       9216         35555            8215         2956
       9217         34458            7952         2938
       9218         28428           10174         2835
       9219         32535            9694         2855
       9220         32308           10186         2992
       9221         37124            7779         2906
       9222         30063            7980         2865
       9223         31913            9784         2836
       9224         30771            9339         2993
       9225         38648            9969         2832
       9226         36610           13085         2855
       9227         32944            9017         3999
       9228         35652            8028         2879
       9229         29974            8559         2819
       9230         35923            9160         2888
       9231         46985            7685         2887
       9232         34657            8233         3009
       9233         28385            7301         3238
       9234         35910            8653         2842
       9235         31975            9931         2920
       9236         30378           10708         2922
       9237         26921            8563         2867
       9238         27676            7308         2846
       9239         32014            6854         2914
       9240         33784            9471         2897
       9241         32046            7161         2836
       9242         35225            6940         2851
       9243         26110            7458         3739
       9244         36013           10030         4068
       9245         29720            7150         2829
       9246         30228            7770         2825
       9247         28259           10778         2865
       9248         30889           13620         2880
       9249         34503           10045         2866
       9250         34746            8296         2853
       9251         32862            8675         2862
       9252         28558           10607         2921
       9253         34508            9197         2888
       9254         28880            8504         2892
       9255         31270            7109         2904
       9256         29615            9357         3025
       9257         35498            9965         2937
       9258         32788            8972         2865
       9259         32918            8123         2881
       9260         29818            7881         2846
       9261         31465            7777         4077
       9262         32994            8323         2951
       9263         33622            8185         2853
       9264         28404            9225         2869
       9265         31045            9130         3180
       9266         34281           10260         2835
       9267         30758            7709         3170
       9268         30479            6887         2856
       9269         36709           10232         2836
       9270         26023           12181         2872
       9271         33579            8928         4156
       9272         32160            9872         2972
       9273         29882            7187         2844
       9274         29861            8255         2892
       9275         39930            7644         2920
       9276         30862            7372         2858
       9277         35188            6503         2861
       9278         33511            7856         2847
       9279         27921           10577         2929
       9280         30924            8895         2906
       9281         32769            8169         2843
       9282         34543            8065         2926
       9283         31706           11951         3260
       9284         35375            7811         2988
       9285         40304            7448         2821
       9286         31709            6833         2997
       9287         35481            7472         2845
       9288         37486            7456         3034
       9289         30560            8123         2853
       9290         38455            8487         2909
       9291         33256            8211         2862
       9292         28831            7163         2925
       9293         33579            8852         4038
       9294         31677            7647         2906
       9295         30197            8417         2866
       9296         26197           10297         2896
       9297         30909           10110         2872
       9298         30616            9972         2919
       9299         34452            8464         3109
       9300         29998           11423         3920
       9301         32582            6997         2854
       9302         28419            6582         3138
       9303         32539           10318         2900
       9304         29848            8875         2945
       9305         29700           10287         2886
       9306         28629            9565         3276
       9307         36261            7920         2851
       9308         42212            7321         2835
       9309         32791            8068         2935
       9310         33218            8858         3402
       9311         38666            7101         2859
       9312         30075            9210         2828
       9313         35703           10386         2929
       9314         34422           11141         4064
       9315         30813            9058         3142
       9316         32823           10151         2851
       9317         39078            8932         2839
       9318         36234            7183         2902
       9319         31080            7029         2900
       9320         28029            7576         3057
       9321         35211            8169         2934
       9322         34508            6872         2882
       9323         33723            7215         3138
       9324         29229           11566         2889
       9325         34718           11073         3070
       9326         36156            8810         2855
       9327         31993            8841         3449
       9328         30878           10315         2837
       9329         34017            9330         2988
       9330         32085            9311         2919
       9331         36290           10937         2836
       9332         32492            9585         2887
       9333         36406            9936         2921
       9334         27324            8865         2884
       9335         29308            8793         2819
       9336         36582            8641         2852
       9337         28703            7490         2841
       9338         44032            8101         3841
       9339         26339            9059         2830
       9340         32662            9257         4155
       9341         34215            7125         2838
       9342         29106            7492         2915
       9343         41811            8884         2913
       9344         34915           10372         2857
       9345         33379            8908         2851
       9346         33212            8490         2830
       9347         30395            9702         2896
       9348         37259            9781         2888
       9349         30243            7100         2964
       9350         34301            8005         3702
       9351         33123           10247         2906
       9352         29283            9171         2902
       9353         28025            8827         3075
       9354         32104            9826         2913
       9355         31246            9148         3179
       9356         36156           10812         2850
       9357         27084            8204         2915
       9358         29679            7334         2877
       9359         28092            7025         2898
       9360         30485            7748         2871
       9361         32687            8307         3020
       9362         30387            8467         2894
       9363         33327            9027         3833
       9364         27415           10005         2829
       9365         43103            7402         2816
       9366         34695            7800         3012
       9367         36191            8649         4000
       9368         31988            7861         2885
       9369         34426            7016         2830
       9370         35897            8059         2845
       9371         36611            8906         2942
       9372         30431            8036         2874
       9373         34390            7191         2861
       9374         26881            7511         2823
       9375         30721            6527         2832
       9376         27199            9036         2864
       9377         31164            8181         2912
       9378         33247           10163         3020
       9379         28203            9453         2888
       9380         44975           11123         2876
       9381         33258           12800         2932
       9382         34868           11500         2856
       9383         30707            6927         2956
       9384         35371            9149         2883
       9385         32427           10675         2886
       9386         27600            7519         2870
       9387         31621            9293         2907
       9388         32569            8278         2890
       9389         28478            7413         2834
       9390         35333            7068         2914
       9391         25241            9527         3406
       9392         39231            7612         2868
       9393         37555            8869         3055
       9394         29140            7240         2909
       9395         34999            8362         2884
       9396         27717            6801         2893
       9397         28528            7922         2987
       9398         32828            7573         2998
       9399         32028            8502         4043
       9400         31171            9029         2828
       9401         26928           10927         2845
       9402         32965           10470         2911
       9403         35435            9759         3004
       9404         36513           11150         2831
       9405         25860            9146         3945
       9406         26768            7491         2847
       9407         31973            7141         2860
       9408         31143            8085         2867
       9409         35336            8705         2834
       9410         28503            9513         3723
       9411         28324            7204         2889
       9412         33040            7163         2914
       9413         30816            7704         2887
       9414         32494            8470         2857
       9415         34022            7064         2837
       9416         37207            8205         4037
       9417         43838            7778         2960
       9418         36888           10564         2845
       9419         33337            9801         2868
       9420         35577            8199         2839
       9421         32372            9070         2849
       9422         29181            8088         2995
       9423         30527            7765         2844
       9424         31436            9677         2947
       9425         33516            9944         2895
       9426         32132            7806         2886
       9427         30583            9284         2854
       9428         31284           12397         2898
       9429         30400            9506         2907
       9430         32990           10765         2933
       9431         32384            9723         2881
       9432         33717            7693         3043
       9433         32061            6776         2928
       9434         33349            9407         3015
       9435         30412            9420         2880
       9436         26057            7398         2841
       9437         32968            7346         2903
       9438         31012            9224         3099
       9439         34065            8600         2852
       9440         35070            7040         3439
       9441         34231            7682         2891
       9442         27470            7449         2873
       9443         38678            7870         3011
       9444         37779            8246         2886
       9445         40111            9197         2911
       9446         36703           10481         2991
       9447         30296            7936         3187
       9448         32249            9013         2866
       9449         29455            7551         2886
       9450         34314            8895         2851
       9451         26942            7182         2866
       9452         32794            8148         2872
       9453         32283            8816         2869
       9454         32468            7747         2902
       9455         26322           12184         2988
       9456         32036           10685         2923
       9457         37490            9576         2801
       9458         31527            7242         2847
       9459         28829            7615         2866
       9460         31939            8658         2845
       9461         30567            7158         2840
       9462         31002            7481         2946
       9463         33639            7180         3032
       9464         32290            8018         2833
       9465         30235            8646         2901
       9466         42171            6800         2810
       9467         38035           10108         2965
       9468         34964            7941         2947
       9469         35641            7586         2884
       9470         31815            6818         2848
       9471         27597            8668         2945
       9472         32465            9802         3166
       9473         35453            9353         2881
       9474         27724            9717         2841
       9475         30669            9099         2855
       9476         36353            7858         3002
       9477         29776            9364         2870
       9478         32241            7924         3329
       9479         29736            7740         2873
       9480         37449            8716         2850
       9481         35975            9184         3095
       9482         59216           10711         2841
       9483         34293            7069         2886
       9484         33724            8147         2872
       9485         36078            7320         2814
       9486         29655            7693         2881
       9487         37117            7369         3395
       9488         33706            7909         3516
       9489         39460            7361         2964
       9490         32099            8594         2843
       9491         38072            7505         3104
       9492         32005            8712         2928
       9493         32629            8664         2927
       9494         37476            8062         2964
       9495         34572            7855         2954
       9496         33462            7128         4222
       9497         29079            7941         2829
       9498         33423            7255         2853
       9499         32086            8509         2918
       9500         40035            7224         2983
       9501         32652            7022         2828
       9502         33569            7745         3981
       9503         27181            9651         2882
       9504         30807           10246         2838
       9505         29832           10298         2884
       9506         27446            9593         3460
       9507         44098           12587         2893
       9508         35204           10243         3005
       9509         28205           11036         2874
       9510         34161            6922         2806
       9511         36245            6890         2804
       9512         31366            7271         2836
       9513         29974            7797         2872
       9514         38639            8872         3930
       9515         37676            7569         2861
       9516         28225            8136         2834
       9517         31750            7525         3820
       9518         29021            8668         2832
       9519         27626            9813         3042
       9520         28540            9137         2973
       9521         28810            8322         2828
       9522         36150            7121         2858
       9523         32403            7935         2948
       9524         32269            7944         2835
       9525         29102            7855         2956
       9526         32150           10607         2875
       9527         32180           11025         2821
       9528         26465            7032         3833
       9529         32655            8510         2886
       9530         34462            7167         2840
       9531         32501           12441         2966
       9532         37353            8832         3388
       9533         31856            7709         2883
       9534         35331            8629         2950
       9535         34699           11653         2913
       9536         31543           10348         2848
       9537         42717            7478         2873
       9538         32932           10231         2889
       9539         34821            6850         2831
       9540         36791            8327         2998
       9541         30285            8210         2845
       9542         26910            7435         3107
       9543         34908            8501         2855
       9544         33742            9627         2849
       9545         35925            9728         2893
       9546         29639            7915         2830
       9547         35711            8644         3063
       9548         37600            7618         3073
       9549         29056            7964         2822
       9550         31201            9742         2993
       9551         30735            9221         3877
       9552         35434            9405         2826
       9553         33895            7668         2951
       9554         41517            7984         2839
       9555         34949            8364         3035
       9556         35343           11330         2870
       9557         28265            7412         2850
       9558         31139            8292         2825
       9559         33465            8044         2985
       9560         32162            7697         2900
       9561         27049           10859         2843
       9562         26333            9792         2853
       9563         32406           11241         2854
       9564         28804           10435         3210
       9565         36327           10758         2836
       9566         39672            9480         2828
       9567         33166            6728         2964
       9568         33513            7671         2886
       9569         33406           10075         2865
       9570         31231           10821         2939
       9571         31339           10526         2941
       9572         33297            9052         2880
       9573         30430           12717         3024
       9574         30126           12744         2870
       9575         33370            8681         2861
       9576         46959            9992         2886
       9577         37978            8295         2972
       9578         36002            8833         2851
       9579         39590            9344         2902
       9580         30154           10045         3213
       9581         33695            9209         2838
       9582         36917           10701         3082
       9583         33539            9768         2870
       9584         27338            7750         2910
       9585         38218            7206         2890
       9586         34445            7245         2846
       9587         34211            7473         2841
       9588         31300            8817         2831
       9589         32816            8155         2836
       9590         49927            9760         3741
       9591         38984           12462         2803
       9592         39198            8914         2994
       9593         26394            8203         2929
       9594         34398            7463         2845
       9595         28519            7607         3064
       9596         27871            7797         2878
       9597         38192            8141         2953
       9598         34234            7429         2889
       9599         28379            7632         2833
       9600         27073            8456         3472
       9601         33207            6686         2885
       9602         31522            8548         2896
       9603         30958            8880         2991
       9604         39023            8374         2831
       9605         33300            8419         2845
       9606         26838            8338         2936
       9607         34866            7852         2862
       9608         44308            9089         2822
       9609         30827            9024         2892
       9610         29944            8941         2863
       9611         30079            9236         2859
       9612         30248            7745         3064
       9613         29975            7725         2808
       9614         30148            6849         2850
       9615         36114            7523         2897
       9616         42240            8643         2920
       9617         33107           10841         2980
       9618         25982           10010         2846
       9619         32801           10047         2893
       9620         36487            9499         2911
       9621         32082            7775         2942
       9622         29621            7871         2852
       9623         31929            8021         2961
       9624         33677            9518         2828
       9625         35784           10133         2906
       9626         29863           10078         2799
       9627         31348            9687         2831
       9628         36664            9992         2827
       9629         31221           10789         2820
       9630         38088            7030         2864
       9631         38536            7427         2832
       9632         25608            7491         2869
       9633         26854            8960         2967
       9634         32910           10210         2872
       9635         34956           12002         3623
       9636         37976            8790         2844
       9637         32693            7189         2928
       9638         33674            7401         2915
       9639         26682            8107         2862
       9640         31737            7268         3060
       9641         33119            7185         3037
       9642         31665            7738         2801
       9643         28065            7307         2833
       9644         33263            6986         3025
       9645         32025            7783         2862
       9646         32992            7952         2852
       9647         28210            7480         2947
       9648         27602            7703         2825
       9649         25511            9952         2817
       9650         31200            7735         2881
       9651         30877            7875         3371
       9652         28570            7611         2922
       9653         27366           11104         2828
       9654         32908            7511         2886
       9655         32757            7622         2823
       9656         31968            6259         2965
       9657         35125            8172         2885
       9658         30067            9247         2877
       9659         31474            9784         2941
       9660         35283            9423         2885
       9661         31222            7202         3071
       9662         31038            7367         2826
       9663         29089            7396         2859
       9664         31820            8496         2937
       9665         30279            6881         2873
       9666         29548            7287         2920
       9667         36470            7180         2970
       9668         32700            7132         2832
       9669         32705            7922         2875
       9670         26846           10193         2853
       9671         27765           10803         3756
       9672         35583           10173         2839
       9673         32528            9186         2976
       9674         34932            7621         3819
       9675         35782            7351         2841
       9676         33659            8042         4085
       9677         41284            9670         2899
       9678         34706           10820         2826
       9679         33721            8937         2884
       9680         30441            8684         2965
       9681         31247            7674         2823
       9682         29754           10522         2958
       9683         34991            9752         2820
       9684         35803           10181         2841
       9685         42222           11032         2850
       9686         34316            7397         2820
       9687         31924            7518         2865
       9688         32687            7170         2837
       9689         31522            7642         3393
       9690         33822           10688         2849
       9691         34256           13518         2948
       9692         36153           10183         2971
       9693         35987            7444         2969
       9694         35169           12805         2873
       9695         31875           10148         3743
       9696         29699            7779         2869
       9697         30539            9439         2884
       9698         26968           10333         2827
       9699         34786           10993         2878
       9700         30222            8833         2834
       9701         31751            7057         2856
       9702         30173           10233         2851
       9703         32874            9217         3058
       9704         29008           10361         2917
       9705         33766            9614         3291
       9706         28315            8433         2870
       9707         29565            7187         3297
       9708         31612            7546         2908
       9709         29523            9640         2876
       9710         31043            9957         2907
       9711         28831           11586         2853
       9712         32198           13103         2920
       9713         35239            9567         3077
       9714         30901            7523         2959
       9715         34814            8772         2856
       9716         45708            7917         3260
       9717         36698            7865         2880
       9718         29886            7479         2842
       9719         30751            8277         2968
       9720         30949            9770         2860
       9721         33139            9370         2938
       9722         34648            7685         3747
       9723         26198            9627         2869
       9724         32452            9485         3719
       9725         25326            8062         2926
       9726         32370            6869         2847
       9727         31705            9446         2968
       9728         29241            7834         2968
       9729         30935            7694         2823
       9730         39173            9312         3032
       9731         26619            8986         4141
       9732         33184            7277         2922
       9733         31474           11409         3089
       9734         35450           10544         2940
       9735         34567            8765         2846
       9736         32031            8484         2860
       9737         33359            6709         2850
       9738         31353            9430         2931
       9739         34404            7706         2962
       9740         34670            7358         2845
       9741         31038           10138         2849
       9742         27245           11994         2867
       9743         32781           10433         3141
       9744         32251            9105         3361
       9745         27151            9000         2853
       9746         37877            8415         3799
       9747         28314            7079         2876
       9748         29124            7848         2908
       9749         30963            8194         4121
       9750         26518            7872         2889
       9751         29765           10642         2959
       9752         29411            7818         2868
       9753         37956            7476         2868
       9754         32864            9327         2850
       9755         30929            7861         2872
       9756         41955            8209         3379
       9757         29921            8323         2838
       9758         38939            9403         3144
       9759         36636            8996         3003
       9760         40585            7183         2989
       9761         28843            7454         2850
       9762         31541           10138         2905
       9763         40333            9806         2912
       9764         28507            8476         3996
       9765         31447            7243         2889
       9766         34974            6884         3176
       9767         30252            8126         2909
       9768         27601            8034         2855
       9769         33656            9906         3562
       9770         34668           11527         2859
       9771         32831            9916         2895
       9772         31999            8757         2926
       9773         36950            7772         2865
       9774         34513            6758         2901
       9775         32148            6697         2820
       9776         32032           10036         2944
       9777         28268            7633         2829
       9778         32000            7714         2833
       9779         28689            7015         2890
       9780         37226            7444         2805
       9781         26241            9243         3156
       9782         32341           11030         2833
       9783         27814            7083         2930
       9784         26616           10709         3008
       9785         34529            8908         3111
       9786         36630            7667         2853
       9787         32110            7047         2880
       9788         28356            6410         2892
       9789         29260            8962         2844
       9790         48868            7329         2940
       9791         37251            7869         3415
       9792         32715            7587         2902
       9793         30204            8468         2847
       9794         30140            7102         2803
       9795         35870            9339         2864
       9796         34331           11487         2858
       9797         31426            9459         3110
       9798         31973           12055         2840
       9799         36488            9958         2851
       9800         41139            9053         2843
       9801         28651           11527         3007
       9802         28179            9546         2856
       9803         38108            9215         2837
       9804         32827            9170         2837
       9805         31325            7644         4047
       9806         32813            7561         2882
       9807         26202            9077         2987
       9808         30860            8397         2912
       9809         33321            7237         2813
       9810         37803           11690         3461
       9811         27077            7539         2875
       9812         33839            7654         2929
       9813         34748            8002         2916
       9814         39559            9558         2881
       9815         32655            8928         2993
       9816         32040            8853         3017
       9817         30330           11903         2893
       9818         30778           11851         2852
       9819         28520            7909         2960
       9820         30384           10028         2837
       9821         30188            9836         2894
       9822         33486            9990         2871
       9823         32303            9177         2871
       9824         32656            7200         2854
       9825         27147            9307         2888
       9826         28950           11072         2838
       9827         30685           10213         2872
       9828         31057            7513         3004
       9829         32975            7922         2873
       9830         41106            7180         2928
       9831         30538            8169         2852
