        IDX   DRAMBwWrite   DRAMBwWriteCC    Isolation       
       2404         35564           11092         2903
       2405         25917           13510         3436
       2406         33894           12387         2928
       2407         44776           10090         2966
       2408         30439            9665         2907
       2409         30090            8752         2843
       2410         29129            7838         2828
       2411         29991           11362         2858
       2412         28087           12926         2835
       2413         28990            6332         2991
       2414         32481            6540         2855
       2415         38323            7780         3023
       2416         26486            7740         2823
       2417         37265            8613         2902
       2418         35793            9490         2858
       2419         34300           10014         2873
       2420         40300            9408         4036
       2421         30229            9544         2839
       2422         37571           10582         2857
       2423         30630            6758         2887
       2424         33536            7194         2938
       2425         30417           10485         2996
       2426         34906            9724         2902
       2427         32720            9758         2859
       2428         34148            9338         2921
       2429         31505            9382         2876
       2430         32237            7916         2943
       2431         29607            8268         2836
       2432         27337            6815         3603
       2433         35979            8670         2883
       2434         38485            9271         2849
       2435         33950           11041         4036
       2436         42595            9397         3016
       2437         39924            7468         3246
       2438         40157           10282         2839
       2439         28113            9656         2896
       2440         27155           12727         2895
       2441         29225           11254         3720
       2442         28882            8174         2905
       2443         37333            7971         2910
       2444         40993            8286         2866
       2445         31543            9033         2831
       2446         33271            7282         2914
       2447         28006            6601         2871
       2448         27152            7366         2897
       2449         38722            7088         2839
       2450         31866            7806         2878
       2451         34622            7273         2841
       2452         32148            9436         2866
       2453         30815            9099         2929
       2454         27047            7762         2841
       2455         31664           12626         2879
       2456         30446           13854         2981
       2457         30727           10024         3799
       2458         40816            9321         2822
       2459         40740            7522         2841
       2460         31863            8208         2844
       2461         32554           10369         3883
       2462         37319            7603         2836
       2463         37087           10260         3002
       2464         33148           12844         2837
       2465         32513            9888         2824
       2466         27946            9914         3189
       2467         29447            9581         2853
       2468         35946           10250         4083
       2469         30397            6857         2855
       2470         35154            7444         2967
       2471         32246            9787         2965
       2472         29085           15234         2874
       2473         26185           14319         2954
       2474         30055            7764         2868
       2475         38070            6585         2836
       2476         27711            9365         2890
       2477         32645            9240         3668
       2478         33047            8731         2876
       2479         30015            7859         2934
       2480         31043            8119         2883
       2481         35813            8947         2845
       2482         38650            7401         2823
       2483         38956            8031         2843
       2484         47463            6821         2925
       2485         31321            7390         2834
       2486         30549            8943         2840
       2487         31521           11094         2843
       2488         27062            9184         2886
       2489         32523            7940         2857
       2490         25548            7437         2852
       2491         27398            9619         2849
       2492         32877           10446         2933
       2493         28990           11264         2880
       2494         27400            9723         2937
       2495         28079           11014         2873
       2496         27474           10166         2893
       2497         35432            8883         3381
       2498         30995            7958         2957
       2499         37656            8955         3200
       2500         36145            7894         4138
       2501         31849            7146         2909
       2502         28868            8427         2970
       2503         34307            7783         2987
       2504         32020           11121         3303
       2505         32760           14060         2988
       2506         32047           11731         2857
       2507         38830            9545         2864
       2508         39520            9638         2824
       2509         32157            9287         2802
       2510         45850            9363         2801
       2511         32743            9569         2916
       2512         31301            7130         2941
       2513         30877            6894         2844
       2514         28232           10045         2849
       2515         31139            8676         2929
       2516         32274            8649         2823
       2517         30419            8390         2865
       2518         29896            7501         2850
       2519         27916            9843         2854
       2520         26391            9792         2838
       2521         30480            9544         2828
       2522         32702            7128         2836
       2523         26145            7550         2841
       2524         32991            8170         2905
       2525         27120            7932         2883
       2526         38038            8866         2891
       2527         32057            9169         3210
       2528         33896           10226         2797
       2529         35204            7484         3624
       2530         25924            7931         2889
       2531         33521            6995         2937
       2532         28942            8872         2911
       2533         36936            9837         3271
       2534         31185           10895         2918
       2535         38303           11499         2955
       2536         32609           10180         2890
       2537         47405            8788         2801
       2538         34453            9899         3052
       2539         34690            9315         2846
       2540         36136            9212         2862
       2541         33072            7504         3061
       2542         31696            7696         2887
       2543         40112            6876         2988
       2544         33820            6946         2822
       2545         32648            8667         2835
       2546         27552            6948         2865
       2547         39540            7818         2932
       2548         28540           10130         2834
       2549         33340            9152         2915
       2550         35124            6731         2816
       2551         31388            7439         4150
       2552         30003           10934         2995
       2553         31018            7862         2938
       2554         33093            8813         2853
       2555         33754            9629         2997
       2556         40304            7483         2821
       2557         33277            7050         2815
       2558         29472            7407         2937
       2559         30235            9951         3041
       2560         29324            8338         2844
       2561         32334            7663         2830
       2562         37101            7095         2817
       2563         32297            9438         3183
       2564         38606           11359         2836
       2565         30771            9528         3063
       2566         30422            8379         2881
       2567         27693            8756         3115
       2568         28805            9149         2840
       2569         47551           12077         3254
       2570         31636           14020         2835
       2571         39570            9363         2914
       2572         35779           12257         2839
       2573         27389            8500         2903
       2574         27138            8421         2816
       2575         30800            8114         2890
       2576         27292            7399         2864
       2577         32316            7537         2901
       2578         28998            7161         2860
       2579         42857            7358         2846
       2580         30441            7817         2834
       2581         31931            7258         4098
       2582         34079           10014         2886
       2583         32116           10532         2910
       2584         34656            9965         2831
       2585         34046            9905         2872
       2586         28988           10355         2960
       2587         37562            6840         2909
       2588         31059            9266         2846
       2589         31528            8099         2832
       2590         35240            7961         2884
       2591         34039            8911         4004
       2592         31947           10092         2858
       2593         32230            7968         2946
       2594         30075           11931         2902
       2595         34047            8785         2899
       2596         29008            8622         2930
       2597         30166            9272         3209
       2598         28360            7557         2868
       2599         32001            7251         3637
       2600         33624            8503         2916
       2601         29708            9002         2890
       2602         33617            9570         2820
       2603         33917           12836         2975
       2604         35653           12369         2905
       2605         53889           11998         4073
       2606         37747            9409         2881
       2607         36736            6744         2861
       2608         28655            8961         2875
       2609         31606            8150         2942
       2610         33747            8455         2856
       2611         29391            7472         3656
       2612         33197            6967         2880
       2613         32316            8518         3118
       2614         37855            7717         3386
       2615         32405            8137         2902
       2616         36141            9229         2841
       2617         37321            9985         3045
       2618         28645            8059         2859
       2619         33468            9866         3795
       2620         44232           10532         2850
       2621         36355            7205         2886
       2622         31688            7004         3517
       2623         35213            8246         2840
       2624         31425            8574         3035
       2625         32648            7418         3072
       2626         26967            8814         2852
       2627         33028            6748         2837
       2628         32851            9531         2925
       2629         30004            7708         2837
       2630         27936            6781         2844
       2631         31792            7523         3015
       2632         27742            7920         3609
       2633         29675            8787         2830
       2634         32877            7033         2876
       2635         30083            7505         2825
       2636         35530            9176         2825
       2637         30719           10784         2887
       2638         31749            9438         2940
       2639         33632            8052         2926
       2640         29216            8640         3826
       2641         35535            8748         2834
       2642         35319            7604         3020
       2643         34099            8790         2912
       2644         28676            7667         2843
       2645         37521           10088         2872
       2646         29347           10546         2810
       2647         30230           10095         2913
       2648         28751            7703         2886
       2649         33130            8394         2996
       2650         37067           12470         2843
       2651         31848            8948         2875
       2652         33728            7141         2931
       2653         30593            6647         2832
       2654         30702            7152         2930
       2655         26787            7518         2850
       2656         26932            8758         2934
       2657         30750            6792         2913
       2658         30785            7842         3889
       2659         30087            7947         2902
       2660         28827            8150         2837
       2661         25962            7773         3622
       2662         32586            8023         2826
       2663         29484            8456         2853
       2664         37927           10201         3082
       2665         33302            7887         2826
       2666         41580            7535         3338
       2667         33333            8004         2843
       2668         27521           10081         2877
       2669         33955            7648         2856
       2670         36509            7377         2870
       2671         35163            8890         2843
       2672         28616            8286         2861
       2673         26045            8234         2822
       2674         32132            8054         2886
       2675         33442            7644         2844
       2676         34840           11671         2951
       2677         26627            8568         2833
       2678         37301            8594         2894
       2679         39364            7456         3129
       2680         34999            7063         2868
       2681         33645            7707         2879
       2682         55805            9860         2941
       2683         46504           12023         2824
       2684         29897            7439         2881
       2685         34295            9154         2849
       2686         30857           10357         2890
       2687         30929            9916         2856
       2688         30001            8277         2867
       2689         33146            7991         2864
       2690         31070            7184         2856
       2691         33360            7350         2845
       2692         34591            8408         3033
       2693         34009            9618         2849
       2694         27638            9592         2824
       2695         37250            6972         3161
       2696         37951            7579         2844
       2697         28880            9225         2865
       2698         31287            8821         2842
       2699         26169            9851         2934
       2700         38301            9470         2819
       2701         27666            8921         2860
       2702         29127            9359         2839
       2703         36297            7576         2907
       2704         27522            7412         2848
       2705         27571            6906         2836
       2706         30537            7509         3079
       2707         41052            8899         2832
       2708         45496            7414         2912
       2709         32609            9137         2869
       2710         39591            6935         2886
       2711         26788            6522         2848
       2712         33970            7854         2847
       2713         32379            7324         2847
       2714         45758            6351         2906
       2715         35864            8292         2860
       2716         36853            7258         2821
       2717         27829            7880         2882
       2718         34001            7313         2861
       2719         35267            9983         2858
       2720         45047            7966         2841
       2721         37895            7208         3344
       2722         28570            6798         3572
       2723         36835           10472         2899
       2724         28503            7383         3413
       2725         34730           10554         3115
       2726         29837            7527         2867
       2727         35458            7633         2856
       2728         30832           10091         2877
       2729         33583            8669         3030
       2730         25229            9503         2851
       2731         30653            9663         2882
       2732         31991            8267         2830
       2733         31532           11972         3240
       2734         30942            8742         2887
       2735         31036            9197         2828
       2736         30838           11164         2881
       2737         30844           12071         2860
       2738         31214           11408         2830
       2739         30004           10755         2848
       2740         31468            9304         2812
       2741         37951           10079         2836
       2742         35066            9634         2848
       2743         32256            7157         2967
       2744         34110            7125         2889
       2745         33059            7722         2804
       2746         26315            9240         2926
       2747         31064           10178         2889
       2748         31914            8386         2955
       2749         35325            7737         3026
       2750         33786            8953         2885
       2751         26690            8834         2875
       2752         33863            9476         2847
       2753         42993            9425         2821
       2754         30939            7811         2927
       2755         27106            6849         3976
       2756         27840            8257         2873
       2757         32261            8032         2895
       2758         30125            6927         2828
       2759         30661            8608         2852
       2760         30634            7812         2848
       2761         31855            9074         2922
       2762         29548            7921         2832
       2763         30601            9114         2827
       2764         30605            9365         2820
       2765         30431            8424         2895
       2766         34893            8025         2928
       2767         32953            8182         2932
       2768         31585           11516         2879
       2769         32091            8180         2908
       2770         29223            7850         2946
       2771         36436            8430         2864
       2772         30774            8531         3628
       2773         27257           11006         2869
       2774         28582           12926         2863
       2775         37933           12199         2867
       2776         47708            7692         2902
       2777         34680            6956         2846
       2778         31520            7465         3403
       2779         31069            7910         2849
       2780         32400            6945         2868
       2781         29811            8861         2898
       2782         34522            9429         2876
       2783         30968            6961         2891
       2784         29561           10467         2905
       2785         42525           13216         2864
       2786         34494           13061         3033
       2787         32568            9469         2840
       2788         36459            9323         2845
       2789         34177           10113         2838
       2790         34491           10398         2843
       2791         37464            9591         2840
       2792         28935            7085         2854
       2793         31836            7089         3018
       2794         35683            7042         2883
       2795         35847            8998         2892
       2796         30729            7547         2830
       2797         28117            8596         2890
       2798         28497            9252         2891
       2799         28083            8577         2842
       2800         35301            8163         2833
       2801         33008            7325         2811
       2802         33297            7400         2850
       2803         37548            6792         3429
       2804         27811            7321         2876
       2805         27288            8043         3539
       2806         27081            7306         2872
       2807         32439            9448         2885
       2808         41363           10522         2880
       2809         35090            8654         3040
       2810         28081           10333         2832
       2811         30368            9430         2857
       2812         32685            8670         3028
       2813         33165            8092         3045
       2814         26795            8233         2837
       2815         30420            9208         2841
       2816         32493            7464         2903
       2817         26177           10107         2844
       2818         31603            8690         4226
       2819         33971            6912         2843
       2820         26542            9934         3329
       2821         36286           10416         3173
       2822         32801            9239         3050
       2823         31743            9510         2849
       2824         36927            7280         2953
       2825         33265            8129         2895
       2826         36542            7575         2935
       2827         27670           11882         4161
       2828         28814           11005         2894
       2829         43141           10330         2874
       2830         33608            7606         2982
       2831         34442            7619         2998
       2832         31871            7888         2828
       2833         31441            8084         4417
       2834         26721            8983         2857
       2835         33149            7296         2837
       2836         55381            9605         3768
       2837         33366            7973         2837
       2838         37286            7731         2899
       2839         33743            7214         2910
       2840         29055            7929         2942
       2841         27175            7664         2852
       2842         31444            7523         2830
       2843         30118            7344         2884
       2844         32065            7555         2902
       2845         26220            6876         2990
       2846         36788            7993         2848
       2847         36921           10421         2922
       2848         30308            6802         2811
       2849         28508            9062         3092
       2850         40720            7674         3012
       2851         27264            7503         3791
       2852         33369            8364         2906
       2853         33921            9448         2997
       2854         29210            9544         2846
       2855         36430            7565         3054
       2856         26380            9454         2881
       2857         32741           10481         3975
       2858         33504            8719         2840
       2859         30184            7958         3162
       2860         40414            9237         3000
       2861         36109            7375         2852
       2862         32520            8115         2845
       2863         31701            7787         2939
       2864         26236            7337         2963
       2865         35063            6841         3037
       2866         30866            7245         2842
       2867         31335            9576         2934
       2868         28749            9578         2844
       2869         30811            7860         2959
       2870         34648           10042         2842
       2871         33692            8259         2968
       2872         35164            8470         2978
       2873         34856            8571         3151
       2874         36700            8224         2837
       2875         36749            7687         2903
       2876         37535            8079         2846
       2877         29565            7694         2865
       2878         30713            9013         2859
       2879         26922           11300         2903
       2880         32949            6881         2844
       2881         31367            9614         3466
       2882         30548            9015         2889
       2883         30736            8951         2816
       2884         27884            7391         2911
       2885         30314            7570         2865
       2886         27903            9498         2839
       2887         34704            8120         2889
       2888         50631            9670         4127
       2889         36051            7204         2820
       2890         34009            9708         2986
       2891         32591           11376         2801
       2892         35855           10861         3520
       2893         27356           11231         2822
       2894         43186            7603         2839
       2895         32626            9943         2898
       2896         33708            7062         2885
       2897         30013            7100         2893
       2898         26655            9931         2788
       2899         32286            7265         2947
       2900         29941            8734         2835
       2901         27440            7148         2843
       2902         31625            8954         2850
       2903         33348           10943         2910
       2904         33501           10498         2885
       2905         29013           12462         2999
       2906         49021            9824         2846
       2907         35252            8476         2982
       2908         36818            8194         2820
       2909         29942            7027         2909
       2910         26879            9590         2889
       2911         26702            8366         2867
       2912         39382            7281         2880
       2913         27747            7724         2926
       2914         35228            7748         3384
       2915         33449            7386         2810
       2916         34096           11859         2812
       2917         31151           10025         2857
       2918         29868           11670         2873
       2919         27154            6902         3210
       2920         28970            9489         3160
       2921         28410            8305         2886
       2922         30288            7830         2904
       2923         26634            8289         2862
       2924         30918            9972         3187
       2925         34999           10180         2940
       2926         32051            9321         2843
       2927         31452            8800         3355
       2928         31369            9281         2864
       2929         36537            7241         2840
       2930         26731            7155         3062
       2931         27416           11483         3042
       2932         34302            8736         2860
       2933         31102            7998         2960
       2934         33064            9118         3344
       2935         33560            8144         2850
       2936         44876            9713         2860
       2937         30808           10186         3086
       2938         31398            6831         2849
       2939         32152            8740         2991
       2940         34397            7426         2869
       2941         29717            7442         2944
       2942         35042            6642         2861
       2943         35337            7529         2846
       2944         33935            9789         2934
       2945         30922            9343         2846
       2946         32483            7356         2911
       2947         26150            8665         2895
       2948         31452           12029         2937
       2949         28421            8505         2881
       2950         31436            7228         2906
       2951         33687            8717         2849
       2952         30149            6952         2905
       2953         34261            9300         2852
       2954         36149            9293         2913
       2955         41504            9886         2903
       2956         28414           10099         3012
       2957         32925           10376         2927
       2958         27135            9107         2893
       2959         32616           10563         2873
       2960         38190            9971         2806
       2961         32988           10217         2840
       2962         26906            8668         3513
       2963         41102            9258         2938
       2964         41762            8164         2865
       2965         27700            7744         2835
       2966         26520           10107         2949
       2967         26643            9626         2974
       2968         34202            9219         2851
       2969         29110            7950         2835
       2970         41710            9486         2856
       2971         26256            7360         2890
       2972         29192            7585         2896
       2973         34469            8381         2866
       2974         33577            7109         2883
       2975         27254            7073         2836
       2976         35359            7526         2825
       2977         31208            7132         2995
       2978         33794            9241         2988
       2979         35221            7814         2960
       2980         39272            8172         3011
       2981         29977            9442         2854
       2982         37532            7798         2859
       2983         30574            8055         3128
       2984         27301            9616         2949
       2985         31243           12088         2829
       2986         30811           12950         2818
       2987         39633           10113         2892
       2988         35103            7304         2850
       2989         33717            8814         2820
       2990         30528            7625         2831
       2991         33888            7694         2864
       2992         30272           10222         2827
       2993         30679            7312         2874
       2994         33417           12411         2858
       2995         35358            9807         2915
       2996         32661            7432         2885
       2997         26853            7371         2840
       2998         32658            9386         2864
       2999         33048            9312         2875
       3000         31458            7316         2919
       3001         28667            7416         2856
       3002         29222            7831         2904
       3003         34451            6906         2851
       3004         36695            8732         2857
       3005         32569            8028         2901
       3006         25856            7374         2932
       3007         30854           10625         2884
       3008         32073            7589         2848
       3009         36304            7482         3211
       3010         26990            9895         2817
       3011         31211            9543         2819
       3012         31321            9124         2851
       3013         29561            9367         2866
       3014         32934            7269         2883
       3015         30377           11032         2822
       3016         31724            7852         2873
       3017         31160            7620         2834
       3018         29531            9578         2832
       3019         38337            8289         3106
       3020         29510            9291         2872
       3021         30330            8640         2903
       3022         31913            8024         2980
       3023         29667            7120         2832
       3024         34295            9488         2838
       3025         34797            9434         2927
       3026         35242            7819         2824
       3027         33161            9352         2908
       3028         48112           12033         2841
       3029         27232            8048         2875
       3030         32057            7795         3237
       3031         40415            7069         2847
       3032         35975            6921         2992
       3033         36980            7950         2877
       3034         28427            8686         2884
       3035         29952            6596         2818
       3036         31482            7937         3765
       3037         34151            8209         2845
       3038         30122            8855         2817
       3039         35840            7093         2829
       3040         34195            7814         2843
       3041         33083            7908         2890
       3042         64194            9868         2856
       3043         29134           10687         2826
       3044         37374            7631         2851
       3045         31868            8148         2849
       3046         32431            7153         3004
       3047         31832            8102         2933
       3048         38269            7882         2853
       3049         34001            7990         2912
       3050         34067            8300         2830
       3051         33868           11073         2842
       3052         32020            7669         2970
       3053         29368            7601         2870
       3054         30096            9739         2831
       3055         32763            7339         2896
       3056         33496            8218         2832
       3057         27635            9662         2869
       3058         31172           12591         2854
       3059         34037            8906         2868
       3060         35455            9078         2922
       3061         27353            9400         2881
       3062         26356            7739         2859
       3063         43866           10959         2882
       3064         37137            7220         2877
       3065         30954            8036         3065
       3066         31619            7973         4050
       3067         33311            7259         2988
       3068         26179            7393         2844
       3069         41159            8136         2939
       3070         38590            7785         2876
       3071         37433           10111         2875
       3072         32825            8535         2902
       3073         34445            7207         2838
       3074         27341            7281         2940
       3075         34571            7353         3113
       3076         35850            8304         2825
       3077         29153            8782         2882
       3078         32714            9447         3266
       3079         38773            7773         2846
       3080         42451            7844         2807
       3081         37642            7392         2962
       3082         30173            6444         2840
       3083         30338            8634         3159
       3084         36668            8722         2877
       3085         33729            7517         3062
       3086         36523            9737         2855
       3087         32831            8867         3221
       3088         32396            9399         2829
       3089         32376            8729         2993
       3090         37788            8335         2812
       3091         34520            9805         2931
       3092         36039            9232         2922
       3093         29179            9970         2904
       3094         31078            8128         2939
       3095         30201            8050         2858
       3096         30025            9146         4286
       3097         29020            9346         2904
       3098         29924           10087         3651
       3099         36828            9557         2880
       3100         32080            9123         2863
       3101         32858           10078         2853
       3102         27256            7110         2865
       3103         29586            7552         2867
       3104         37362            7633         2815
       3105         31978            7983         2864
       3106         33213            7400         2960
       3107         33890            7624         3562
       3108         30146            9732         2847
       3109         32975            9847         3100
       3110         30552           10795         2833
       3111         38590            8102         2837
       3112         36473            7820         2890
       3113         29427            8238         2926
       3114         26990            6716         2865
       3115         33627           11643         3105
       3116         34295            7902         2859
       3117         27077            7404         2977
       3118         25964            7737         2896
       3119         29034            8326         3030
       3120         33897            9449         2820
       3121         27286            9762         2991
       3122         31377            9842         2873
       3123         31818            9711         2952
       3124         27301           10422         2876
       3125         34506           12670         4766
       3126         34784           12013         3340
       3127         32126           13160         2867
       3128         27829           10459         2942
       3129         33978            8015         2904
       3130         27987           10060         2961
       3131         32336            7230         2855
       3132         30281            7416         3039
       3133         34457            9065         2844
       3134         29190            9663         3396
       3135         37195            6939         2839
       3136         28156            7450         2860
       3137         32853            8867         2902
       3138         30528            6625         2865
       3139         29972            9210         2896
       3140         27786            8232         2842
       3141         27473            7045         2845
       3142         38760            7733         3427
       3143         36241           12237         2880
       3144         31784           10112         2975
       3145         31881           12267         4305
       3146         33881            9413         2923
       3147         28421           10524         2857
       3148         32595            7101         2926
       3149         26907            8825         2897
       3150         27319            9555         2880
       3151         34516           12219         3039
       3152         34214            9867         2844
       3153         27681            7855         2854
       3154         29657            8450         2835
       3155         34186            7031         2905
       3156         34435            8298         2869
       3157         39071            7647         2904
       3158         26684            7106         2891
       3159         31625            9716         2950
       3160         41072            9622         3035
       3161         29048            8200         2842
       3162         37717            7078         2903
       3163         37820            7219         2938
       3164         31880            8001         2856
       3165         33050            8626         2894
       3166         35070            7552         2948
       3167         32542            8641         2842
       3168         27357            6844         3006
       3169         30623            9644         3138
       3170         32454            9994         2873
       3171         29735            9375         2902
       3172         32714           11904         2916
       3173         33278            7087         2894
       3174         27653            7752         2896
       3175         38726           10499         2864
       3176         29037            9796         2848
       3177         31827            7730         3006
       3178         34494            8993         2866
       3179         32523            9238         2913
       3180         31491            7695         2895
       3181         33430            7421         2962
       3182         34375           15188         2845
       3183         35127           14713         2912
       3184         34084           13837         2827
       3185         36368            9891         2851
       3186         29632            7351         2862
       3187         37836            7095         2856
       3188         34998            9296         3335
       3189         34940            9311         2907
       3190         34170            9477         2826
       3191         35327            7126         2886
       3192         33435            8480         2941
       3193         30738            9756         2822
       3194         35546            9099         2837
       3195         30297           10739         2880
       3196         28935            8847         2988
       3197         26317            8998         2863
       3198         37603            6889         2885
       3199         29491           10022         2849
       3200         33034           11655         3054
       3201         32030            8765         2986
       3202         31908            8834         2839
       3203         34810           10771         2896
       3204         37158            7964         2923
       3205         32790            7325         2909
       3206         33492            7089         2889
       3207         27538            7662         2850
       3208         28850            7804         3061
       3209         37160            8976         2942
       3210         30992            7558         2887
       3211         31122            8949         2912
       3212         27849            9013         2860
       3213         33173            9785         2971
       3214         33520            8035         2857
       3215         37437            9678         2926
       3216         33677           12047         3240
       3217         28649           10202         2818
       3218         32737            9630         2866
       3219         32822           10013         2893
       3220         30194           10873         2862
       3221         29674           12514         2887
       3222         29097            9431         3355
